dataset,site_name,site_id,X,Y,ESA CCI,Chopping et al.,GEDI L4B,Liu et al.,LT-GNN,Menlove & Healey,Xu et al.
Ameriflux,INFLUX - Agricultural Site East of Indianapolis (Site-9a),US-INi,-85.7005,39.8167,NA,NA,13.15247531597383,10.94921588897705,NA,4.385039329528808,NA
Ameriflux,INFLUX - Agricultural Site East of Indianapolis (Site-9b),US-INj,-85.7066,39.8766,NA,NA,17.1174059660348,10.94921588897705,NA,4.385039329528811,NA
Ameriflux,INFLUX - Agricultural Site West of Indianapolis (Site-14a),US-INn,-86.788,39.9468,NA,NA,11.803178887730454,11.696539878845213,NA,8.778901100158695,NA
Ameriflux,INFLUX - Agricultural Site West of Indianapolis (Site-14b) ,US-INp,-86.7821,39.9477,NA,NA,10.905699966011568,11.696539878845213,NA,8.778901100158695,NA
Ameriflux,Jackson Lane - natural,US-JLN,-75.7531,39.0574,NA,NA,61.93721045645357,36.96654808339521,NA,51.79719501717453,NA
Ameriflux,Jackson Lane - restored,US-JLR,-75.7531,39.0543,NA,NA,55.656092317247676,36.96641732645394,NA,51.47393801208782,NA
Ameriflux,Jornada Experimental Range Bajada Site,US-Jo1,-106.635,32.582,0,0,0.9244161810000345,8.196821212768555,NA,0.615101346060645,2.035463571548462
Ameriflux,Jornada Experimental Range Mixed Shrubland,US-Jo2,-106.6032,32.5849,0,0,1.2334923676682557,8.196821212768555,NA,0.2528485059738162,5.022991604780533
Ameriflux,Jornada Experimental Range Red Lake Playa,US-Jo3,-106.8303,32.7123,0,0,0.9492388601103884,8.355450630187988,NA,0.8861779570579531,0
Ameriflux,WV Jacks Run,US-JRn,-80.1646,39.6789,NA,NA,185.94491837952995,111.2685317993164,NA,98.97389221191408,NA
Ameriflux,KCMP Tall Tower,US-KCM,-93.0728,44.6886,NA,NA,19.910121152793906,9.98960018157959,NA,4.87775468826294,NA
Ameriflux,Konza Prairie LTER (4B),US-KFB,-96.5951,39.0745,NA,NA,4.325948168816956,10.838811874389648,NA,10.135107040405275,NA
Ameriflux,Kansas Field Station,US-KFS,-95.1907,39.0561,NA,NA,54.06060067929742,27.528268814086914,NA,26.731492450370514,NA
Ameriflux,Kingman Farm,US-KGF,-70.9259,43.1717,NA,NA,146.4953413098526,105.88687896728514,NA,86.72066034189777,NA
Ameriflux,KBS Lux Arbor Reserve Corn,US-KL1,-85.4422,42.4847,NA,NA,63.5578288773798,68.12156677246094,NA,27.968484878540057,NA
Ameriflux,KBS Lux Arbor Reserve Switchgrass,US-KL2,-85.4468,42.4768,NA,NA,58.72998959334736,68.12156677246094,NA,27.968484878540043,NA
Ameriflux,KBS Lux Arbor Reserve Prairie,US-KL3,-85.4473,42.4735,NA,NA,49.93389471152677,68.12156677246094,NA,27.96848487854005,NA
Ameriflux,Kansas Land Institute,US-KLS,-97.5684,38.7745,NA,NA,17.545230494902164,11.102958679199219,NA,0.48756408691406233,NA
Ameriflux,KBS Marshall Farms Corn,US-KM1,-85.3287,42.4376,NA,NA,73.34362691924584,68.12156677246094,NA,27.968484878540046,NA
Ameriflux,KBS Marshall Farms Prairie,US-KM2,-85.3098,42.4441,NA,NA,76.77844474491546,68.12156677246094,NA,27.96848487854003,NA
Ameriflux,KBS Marshall Farms Switchgrass,US-KM3,-85.3105,42.4464,NA,NA,74.69517381371588,68.12156677246094,NA,27.968484878540043,NA
Ameriflux,KBS Marshall Farms Smooth Brome Grass (Ref),US-KM4,-85.3301,42.4423,NA,NA,68.39012047423772,68.12156677246094,NA,27.968484878540046,NA
Ameriflux,Konza Prairie LTER (KNZ),US-Kon,-96.5603,39.0824,NA,NA,4.301562573059886,10.838811874389648,NA,10.135107040405272,NA
Ameriflux,Kennedy Space Center (slash pine),US-KS1,-80.6709,28.4583,NA,NA,NA,NA,NA,NA,NA
Ameriflux,Kennedy Space Center (scrub oak),US-KS2,-80.6715,28.6086,NA,NA,NA,NA,NA,NA,NA
Ameriflux,Kennedy Space Center (salt marsh),US-KS3,-80.7427,28.7084,NA,NA,NA,67.07878112792969,NA,NA,NA
Ameriflux,Kennedy Space Center (Spartina marsh),US-KS4,-80.7207,28.6,NA,NA,NA,NA,NA,NA,NA
Ameriflux,KUOM tower,US-KUO,-93.1884,44.9984,NA,NA,26.626635689189637,12.172310571110472,NA,2.644084692001343,NA
Ameriflux,KUOM Turfgrass Field,US-KUT,-93.1863,44.995,NA,NA,24.565729575893577,10.436274266726462,NA,2.644084692001343,NA
Ameriflux,Apple Orchard ARS Kearneysville WV,US-Kyv,-77.8859,39.3447,NA,NA,53.03256356744757,60.66598892211914,NA,35.41244125366209,NA
Ameriflux,Pointe-aux-Chenes Brackish Marsh,US-LA1,-90.4449,29.5013,NA,NA,1.7396924100165543,43.17303594252466,NA,8.794204711914059,NA
Ameriflux,Salvador WMA Freshwater Marsh,US-LA2,-90.2869,29.8587,NA,NA,14.23065530296455,13.615276336669924,NA,3.860743045806884,NA
Ameriflux,Barataria Bay Saline Marsh,US-LA3,-89.9153,29.4936,NA,NA,0.5041861613920453,8.0570707321167,NA,0,NA
Ameriflux,Lockney Grassland,US-LGr,-101.4787,34.1377,0.2593423403950984,0,1.3622938041367936,8.64285659790039,NA,0,9.271444320678711
Ameriflux,Lindcove Orange Orchard,US-Lin,-119.0922,36.3566,0.10665679245152554,0.5003054712746242,14.077851498168446,22.76662826538086,9.931808477898265,0.662517786026001,17.948317262834305
Ameriflux,Longleaf Pine - Baker (Mesic site),US-LL1,-84.5329,31.2792,NA,NA,96.83966481746324,34.06828308105469,NA,66.87648773193355,NA
Ameriflux,Longleaf Pine - Dubignion (Intermediate site),US-LL2,-84.4449,31.201,NA,NA,78.18092846310974,31.63711929321289,NA,42.200626373291016,NA
Ameriflux,Longleaf Pine - Red Dirt (Xeric site),US-LL3,-84.4787,31.2688,NA,NA,82.99258068860925,34.71452713012695,NA,66.87648773193361,NA
Ameriflux,Lost Creek,US-Los,-89.9792,46.0827,NA,NA,56.56006565080274,107.08599853515625,NA,54.182262420654276,NA
Ameriflux,Little Prospect Hill,US-LPH,-72.185,42.5419,NA,NA,201.56022599113408,37.92121124267578,NA,114.92280578613281,NA
Ameriflux,San Pedro River Lewis Springs Sacaton Grassland,US-LS1,-110.1403,31.5615,7.429732489395606e-4,0.08445240479380998,11.112249957887384,15.77459716796875,18.609642724823093,1.0219408273696902,10.835078239440918
Ameriflux,San Pedro River Lewis Springs Savanna,US-LS2,-110.1344,31.5659,0,0,8.217119676885837,15.77459716796875,17.53139927435921,1.0219408273696906,10.835078239440918
Ameriflux,Missouri-Moreau River Basin USDA Certified Organic Farm,US-LU1,-92.2487,38.5048,NA,NA,71.85236953983406,47.53870664939725,NA,22.56202888488771,NA
Ameriflux,Little Washita Watershed,US-LWW,-97.9789,34.9604,NA,NA,6.166908024175867,10.930156707763672,NA,8.726741790771483,NA
Ameriflux,MacArthur Agro-Ecology,US-MAC,-81.1873,27.1632,NA,NA,19.38753944998389,18.057926177978516,NA,0.44677448272705067,NA
Ameriflux,Marcell Bog Lake Peatland,US-MBP,-93.4893,47.5051,NA,NA,135.1222376186963,125.73035646238063,NA,39.96477890014649,NA
Ameriflux,"Creston, Montana pivot-irrigated spring wheat",US-MC1,-114.1548,48.1873,0.2998673731531622,NA,14.989779470093357,95.73536682128906,NA,56.64702224731447,42.27984619140625
Ameriflux,"Creston, Montana pivot-irrigated spring wheat 2",US-MC2,-114.2051,48.1802,0.9383144595194295,NA,17.849255882133793,95.73536682128906,NA,56.64702224731447,71.2367727407612
Ameriflux,"Moro Cojo Slough, PG&E Treatment Wetland",US-MCP,-121.769,36.783,0.07873841659267282,0,4.972253994140062,NA,19.11565136313221,0,99.2261962890625
Ameriflux,Metolius - Eyerly burn,US-Me1,-121.5,44.5794,15.017724856251027,NA,12.549278862573317,46.715065791078054,NA,53.29314041137692,149.96345475369134
Ameriflux,Metolius mature ponderosa pine,US-Me2,-121.5589,44.4526,74.37399504445608,NA,61.01630676054169,70.81029510498047,NA,97.62456316885442,200.6615447998047
Ameriflux,Metolius-second young aged pine,US-Me3,-121.6078,44.3154,15.522044806675018,NA,68.99048630981923,70.81029510498047,NA,43.42892658087912,187.15270062525164
Ameriflux,Metolius-old aged ponderosa pine,US-Me4,-121.6224,44.4992,110.1270027972345,NA,142.362015592344,75.71459040907666,NA,97.6335525512695,214.3393939284642
Ameriflux,Metolius-first young aged pine,US-Me5,-121.5668,44.4372,40.01056705690454,NA,52.28887683204097,70.81029510498047,NA,97.51636468405093,200.6615447998047
Ameriflux,Metolius Young Pine Burn,US-Me6,-121.6078,44.3233,12.533200533185044,NA,63.36768858341268,70.81029510498047,NA,19.565617028836378,187.14761056909416
Ameriflux,Metolius Low Burn Severity Subcanopy,US-Me7,-121.5619,44.4534,70.32132399965282,NA,58.35960672065264,70.81029510498047,NA,97.63355255126956,200.6615447998047
Ameriflux,"Lake Mendota, Center for Limnology Site",US-Men,-89.403,43.0772,NA,NA,10.758919202469096,10.810657501220703,NA,9.658852577209474,NA
Ameriflux,Moore Fields,US-MFs,-70.961,43.1385,NA,NA,125.31285289475346,105.88687896728517,NA,86.76229095458989,NA
Ameriflux,MPG Ranch Rangeland Restoration,US-MG1,-114.0353,46.6996,0.893568313080214,NA,27.99506326229925,215.70254516601562,NA,45.81814193725588,53.30478744325409
Ameriflux,"Huntley, Montana irrigated barley site 1",US-MH1,-108.2414,45.9206,NA,NA,4.178054157578402,10.972132434828332,NA,1.7328349351882935,3.9368991851806645
Ameriflux,"Huntley, Montana irrigated barley site 2",US-MH2,-108.1978,45.9699,NA,NA,3.2731527971140557,10.992652893066406,NA,0.7428495287895204,4.382886217375851
Ameriflux,LTAR UCB (Upper Chesapeake Bay) Miscanthus 1,US-Mi1,-80.6313,41.7727,NA,NA,59.68261040288628,93.62818908691406,NA,51.6872980186697,NA
Ameriflux,LTAR UCB (Upper Chesapeake Bay) Miscanthus 2,US-Mi2,-80.855,41.5479,NA,NA,110.02613593391573,77.5926284790039,NA,98.74235534667969,NA
Ameriflux,LTAR UCB (Upper Chesapeake Bay) Miscanthus 3,US-Mi3,-80.637,41.8222,NA,NA,112.94828180954336,93.62818908691406,NA,51.669799804687486,NA
Ameriflux,Montana Judith Basin wheat field,US-Mj1,-109.6137,46.9948,NA,NA,3.196338379976487,11.785949113216402,NA,11.389719009399426,0.9109409947731217
Ameriflux,Montana Judith Basin summer fallow field,US-Mj2,-109.6295,46.9957,NA,NA,1.9779997242244103,11.771041602647493,NA,11.389719009399412,1.2244891690019455
Ameriflux,Morgan Monroe State Forest,US-MMS,-86.4131,39.3232,NA,NA,268.6233709741727,35.01875686645508,NA,118.23437499999993,NA
Ameriflux,"Morris: Corn-Soybean with Cover Crops, Strip Tillage",US-MN1,-96.1269,45.6168,NA,NA,2.8527481211267802,11.096091270446776,NA,2.3179292678833003,NA
Ameriflux,"Morris: Corn-Soybean-Wheat with Cover Crops, Minimal Tillage",US-MN2,-96.1271,45.627,NA,NA,2.9215089736093267,11.096091270446777,NA,2.3179292678833003,NA
Ameriflux,"Morris: Corn-Soybean, Conventional Tillage",US-MN3,-96.1265,45.6091,NA,NA,3.576677468468903,11.096091270446776,NA,2.3179292678833,NA
Ameriflux,LTAR CMRB Field 1 (CMRB ASP),US-Mo1,-92.1167,39.2298,NA,NA,7.739345274606643,11.594643592834473,NA,7.402910709381099,NA
Ameriflux,LTAR CMRB Tucker Prairie (CMRB TP),US-Mo2,-91.9945,38.9488,NA,NA,15.485264175942929,40.27286518068449,NA,13.014154434204098,NA
Ameriflux,LTAR CMRB Field 3 (CMRB BAU),US-Mo3,-92.1497,39.2311,NA,NA,16.550709744639096,11.594643592834473,NA,7.402910709381111,NA
Ameriflux,Missouri Ozark Site,US-MOz,-92.2,38.7441,NA,NA,188.72927841030796,45.08909375339746,NA,43.08551025390624,NA
Ameriflux,Mountainair Pinyon-Juniper Woodland,US-Mpj,-106.2377,34.4385,3.9533046024249705,19.315068351015277,6.249909219812005,8.817193031311035,NA,9.842346191406255,18.07330322265625
Ameriflux,Mary's River (Fir) site,US-MRf,-123.5515,44.6465,251.01528545676797,NA,216.1632560848207,33.998390197753906,NA,257.80404776629166,338.6606750488281
Ameriflux,Marsh Resource Meadowlands Mitigation Bank,US-MRM,-74.0435,40.8164,NA,NA,5.303400175247336,8.624485969543457,NA,11.19555568695068,NA
Ameriflux,Montana Sun River winter wheat ,US-MSR,-111.7207,47.4758,0,NA,1.2856712842770894,11.66722774505615,NA,0,0.5461128950119019
Ameriflux,Mt Bigelow,US-MtB,-110.7256,32.416,37.57155318498325,117.28504623156289,164.96959861782804,67.42195129394531,113.65170954784236,16.94514959759881,89.62761688232422
Ameriflux,Montana Vaughn Fallow,US-MVF,-111.4659,47.6867,0,NA,1.037678111578844,10.713072776794434,NA,0,1.4961726665496826
Ameriflux,Montana Vaughn Wheat,US-MVW,-111.4889,47.6729,0.03710860223426412,NA,1.3208570244142925,10.715747878730669,NA,0,1.4443740824194122
Ameriflux,Jackson Agricultural Field,US-MWA,-84.8539,42.2143,NA,NA,22.993523129164824,40.29039001464844,NA,39.997974395751974,NA
Ameriflux,Kellogg Experimental Forest,US-MWF,-85.3526,42.366,NA,NA,147.6233219452432,68.12156677246094,NA,27.968484878540043,NA
Ameriflux,Michigan State University Campus Site - Spartans,US-MWS,-84.4737,42.7293,NA,NA,35.16383954085748,39.800636291503906,NA,11.25982856750488,NA
Ameriflux,Battle Creek Area Mathematics and Science Center,US-MWU,-85.1871,42.3228,NA,NA,13.976906113090145,37.427162170410156,NA,29.08633041381834,NA
Ameriflux,Allegan Wetland,US-MWW,-86.0229,42.6689,NA,NA,76.76969479442918,67.23252868652344,NA,52.768905639648416,NA
Ameriflux,Mayberry Wetland,US-Myb,-121.765,38.0499,0.12061901780291007,0,1.607519032904573,12.805852890014648,14.154733146464977,5.436649322509764,18.159996032714844
Ameriflux,NC_Clearcut,US-NC1,-76.7119,35.8118,NA,NA,51.96215731350989,66.96083068847656,NA,82.84978485107426,NA
Ameriflux,NC_Loblolly Plantation,US-NC2,-76.6685,35.803,NA,NA,86.0025036510256,66.96083068847656,NA,33.58429718017577,NA
Ameriflux,NC_Clearcut#3,US-NC3,-76.656,35.799,NA,NA,87.97237596967801,66.96083068847656,NA,33.584297180175774,NA
Ameriflux,NC_AlligatorRiver,US-NC4,-75.9038,35.7879,NA,NA,92.43980203750317,130.84703063964844,NA,64.81290435791014,NA
Ameriflux,Mead - irrigated continuous maize site,US-Ne1,-96.4766,41.1651,NA,NA,3.280053616870024,10.750755310058594,NA,1.8774465322494505,NA
Ameriflux,Mead - irrigated maize-soybean rotation site,US-Ne2,-96.4701,41.1649,NA,NA,2.3850363886522814,10.750755310058594,NA,1.8774465322494505,NA
Ameriflux,Mead - rainfed maize-soybean rotation site,US-Ne3,-96.4397,41.1797,NA,NA,3.622437616571687,10.750755310058594,NA,1.8774465322494505,NA
Ameriflux,Northern Michigan Jack Pine Stand,US-NMj,-88.5194,46.6465,NA,NA,56.730287600745356,26.720247268676758,NA,88.61156463623053,NA
Ameriflux,Business-As-Usual Management (mandanh5),US-NP1,-100.951,46.7756,NA,NA,3.902074955630203,11.011151313781738,NA,7.157633781433104,4.727197170257568
Ameriflux,ASPirational Management (mandani2),US-NP2,-100.9257,46.7613,NA,NA,2.9177097718091627,11.011151313781738,NA,7.1576337814331055,4.727197170257568
Ameriflux,Niwot Ridge Forest (LTER NWT1),US-NR1,-105.5464,40.0329,NA,84.10676860981725,60.82938472694833,76.3296890258789,NA,64.18009912395765,108.78213500976562
Ameriflux,Niwot Ridge Forest (USGS site),US-NR2,-105.5469,40.0325,NA,84.19354567514755,60.201996177082286,76.3296890258789,NA,64.37480585846107,108.78213500976562
Ameriflux,Niwot Ridge Alpine (T-Van West),US-NR3,-105.5864,40.052,NA,14.275343615580221,19.043633409177726,76.3296890258789,NA,76.99402618408199,108.78213500976562
Ameriflux,Niwot Ridge Alpine (T-Van East),US-NR4,-105.5859,40.052,NA,14.25312118984496,19.08102072162002,76.3296890258789,NA,76.99402618408205,108.78213500976562
Ameriflux,Nisqually reference,US-Nrf,-122.6927,47.0935,59.886050296976926,NA,67.91287117248912,15.459033012390137,NA,30.85082054138183,317.5269437575207
Ameriflux,Nisqually restoring,US-Nrs,-122.7079,47.0936,14.851330311761892,NA,15.052115996302478,15.459033012390138,NA,30.85082054138184,274.0241820340131
Ameriflux,Newman Seasonal Wetlands,US-NSW,-121.0042,37.3091,1.1597731703248535,0.026186411855073186,2.5862323914828522,22.08825809286169,0.8195730393653172,6.3304777145385716,1.3967652774750472
Ameriflux,Osceola Farm Rice Field - SW,US-OF1,-90.0492,35.7371,NA,NA,10.270594743552106,9.73349380493164,NA,11.086597442626951,NA
Ameriflux,Osceola Farm Rice Field - NW,US-OF2,-90.0489,35.7406,NA,NA,10.504831532602225,9.73349380493164,NA,11.086597442626955,NA
Ameriflux,Oak Openings,US-Oho,-83.8438,41.5545,NA,NA,194.92064471048545,10.699804306030273,NA,29.473802566528317,NA
Ameriflux,Florida pine flatwoods,US-ONA,-81.9509,27.3836,NA,NA,21.632209126613265,27.279682159423825,NA,20.297885894775398,NA
Ameriflux,Optimizing Production Inputs for Economic and Environmental Enhancement (OPE3),US-OPE,-76.8457,39.0293,NA,NA,159.75818774061975,75.05352020263672,NA,61.642574310302784,NA
Ameriflux,Olentangy River Wetland Research Park,US-ORv,-83.0183,40.0201,NA,NA,20.976081900621576,23.023784637451172,NA,9.224530220031737,NA
Ameriflux,Old Woman Creek,US-OWC,-82.5125,41.3795,NA,NA,61.731949080251916,33.69078063964844,NA,22.203001022338864,NA
Ameriflux,"Florida, Paspalum notatum pasture",US-PAS,-81.951,27.3944,NA,NA,20.903359131367896,27.279682159423825,NA,20.29788589477539,NA
Ameriflux,5R Pecan Farm Above Canopy,US-PeA,-106.0788,31.4123,0.639001154531118,1.414529670766825,19.69849881318421,9.810615539550781,NA,0.5118203163146978,2.956449031829834
Ameriflux,Park Falls/WLEF,US-PFa,-90.2723,45.9459,NA,NA,123.27974708125195,134.87783813476562,NA,62.43525761896762,NA
Ameriflux,NW1 Pine-1 CHEESEHEAD 2019,US-PFb,-90.3232,45.972,NA,NA,102.39303141957465,134.87783813476562,NA,61.997711181640646,NA
Ameriflux,NW2 Aspen-1 CHEESEHEAD 2019,US-PFc,-90.3088,45.9677,NA,NA,111.89612750661938,134.87783813476562,NA,61.99771118164066,NA
Ameriflux,NW3 Tussock-1 CHEESEHEAD 2019,US-PFd,-90.301,45.9689,NA,NA,112.35323148413214,134.87783813476562,NA,61.99771118164065,NA
Ameriflux,NW4 Lake-1 CHEESEHEAD 2019,US-PFe,-90.3004,45.9793,NA,NA,113.4451390888332,134.87783813476562,NA,61.997711181640604,NA
Ameriflux,NW5 Grass-1 CHEESEHEAD 2019,US-PFf,-90.2944,45.9458,NA,NA,96.47562452604136,134.87783813476562,NA,61.99771118164062,NA
Ameriflux,NE1 Pine-2 CHEESEHEAD 2019,US-PFg,-90.2723,45.9735,NA,NA,145.2886504979225,134.87783813476562,NA,61.997711181640604,NA
Ameriflux,NE2 Pine-3 CHEESEHEAD 2019,US-PFh,-90.2406,45.9557,NA,NA,297.54068178865793,132.65547132407434,NA,63.706138566379856,NA
Ameriflux,NE3 Hardwood-1 CHEESEHEAD 2019,US-PFi,-90.2327,45.9749,NA,NA,291.75441520508286,132.4522705078125,NA,60.716570632833516,NA
Ameriflux,NE4 Maple-1 CHEESEHEAD 2019,US-PFj,-90.227,45.9619,NA,NA,432.6390723342998,132.4522705078125,NA,63.99211280721404,NA
Ameriflux,SW1 Aspen-2 CHEESEHEAD 2019,US-PFk,-90.3425,45.9149,NA,NA,93.32755080578526,134.87783813476562,NA,61.99771118164061,NA
Ameriflux,SW2 Aspen-3 CHEESEHEAD 2019,US-PFL,-90.3177,45.9409,NA,NA,85.68654737402943,134.87783813476562,NA,61.99771118164061,NA
Ameriflux,SW3 Hardwood-2 CHEESEHEAD 2019,US-PFm,-90.3099,45.9207,NA,NA,90.50616863369537,134.87783813476562,NA,62.3599647866592,NA
Ameriflux,SW4 Hardwood-3 CHEESEHEAD 2019,US-PFn,-90.2823,45.9392,NA,NA,110.84176714036784,134.87783813476562,NA,62.41819207790088,NA
Ameriflux,SE1 Lake-2 CHEESEHEAD 2019,US-PFo,-90.2728,45.9229,NA,NA,118.4467429958684,134.87783813476562,NA,64.18560791015625,NA
Ameriflux,SE2 Hardwood-4 CHEESEHEAD 2019,US-PFp,-90.2641,45.9365,NA,NA,124.67083851775949,134.87783813476562,NA,63.969002063666224,NA
Ameriflux,SE3 Aspen-4 CHEESEHEAD 2019,US-PFq,-90.2475,45.9271,NA,NA,149.07077026367188,133.3700148353361,NA,64.18560791015625,NA
Ameriflux,SE4 Tussock-2 CHEESEHEAD 2019,US-PFr,-90.2475,45.9245,NA,NA,149.07077026367188,133.3697013696258,NA,64.18560791015624,NA
Ameriflux,SE5 Aspen-5 CHEESEHEAD 2019,US-PFs,-90.2382,45.9381,NA,NA,182.81393036053134,132.49284477694036,NA,64.18560791015625,NA
Ameriflux,SE6 Pine-4 CHEESEHEAD 2019,US-PFt,-90.2288,45.9197,NA,NA,75.05352594086494,132.4522705078125,NA,64.18560791015624,NA
Ameriflux,Plum Island High Marsh,US-PHM,-70.8301,42.7423,NA,NA,5.770680857093002,100.94283496382516,NA,74.24483575263875,NA
Ameriflux,Pine Upland,US-PiU,-80.9261,26.0004,NA,NA,37.38138073771156,15.038256300487518,NA,26.264764785766616,NA
Ameriflux,Plum Island Low Marsh,US-PLM,-70.8382,42.7345,NA,NA,5.47740823964496,100.8577880859375,NA,66.58266878925431,NA
Ameriflux,Plum Island Oligohaline Marsh,US-PLo,-70.9157,42.7496,NA,NA,78.89364612338942,102.02213649437928,NA,61.11818313598635,NA
Ameriflux,"Lake Mendota, Picnic Point Site",US-Pnp,-89.4158,43.0896,NA,NA,20.513187794008175,10.810657501220703,NA,9.658852577209482,NA
Ameriflux,Ponca City,US-Pon,-97.1333,36.7667,NA,NA,5.217400311788848,10.20358943939209,NA,6.588860988616946,NA
Ameriflux,USSL San Joaquin Valley Pistachio High,US-PSH,-119.9247,36.2347,3.4803692817078997,0,2.7952058141345595,17.680177688598633,1.4611735493590425,0,3.4721853733062744
Ameriflux,USSL San Joaquin Valley Pistachio Low,US-PSL,-120.1397,36.8276,4.543658125692952,0.045183660818031844,4.798776686201847,18.284780502319336,2.064289903687915,0,11.168570518493652
Ameriflux,PVAMU Research Farm,US-PVA,-95.9695,30.0958,NA,NA,5.157301604130302,44.83753204345703,NA,20.523551940917976,NA
Ameriflux,"Phoenix, Maryvale Neighborhood Site",US-Px1,-112.1426,33.4839,1.1207781173797475,0.1816256481819153,0.6279876274567193,10.832069396972656,0.05682739447020213,0,2.8591944350314646e-12
Ameriflux,"Phoenix, Encanto Golf Course",US-Px2,-112.098,33.4785,0.8663655033554583,3.2493605402680052,3.2644297981205384,10.832069396972656,0.10349488594090844,0,3.521309716595993e-12
Ameriflux,"Phoenix, Desert botanical garden site",US-Px3,-111.9428,33.4582,1.1671083176562467,0.6141533611467833,2.6238038031211595,10.835653305053711,0.13626524225669637,0,0
Ameriflux,Cook Agronomy Farm - No Till,US-RC1,-117.0777,46.7837,0.895307707858793,NA,3.2616562379961196,11.944751739501955,NA,0,18.759319305419922
Ameriflux,Cook Agronomy Farm - Conventional Till,US-RC2,-117.0807,46.7776,0.22678544121015543,NA,3.097795399901675,11.944751739501953,NA,0,18.759319305419922
Ameriflux,WSU Lind Dryland Research Station,US-RC3,-118.598,46.991,0,NA,2.1666037279734733,10.167307501787446,NA,0,0.0430082206715998
Ameriflux,Moscow Mountain on-farm site,US-RC4,-116.949,46.758,0.007968604151276199,NA,4.900709092896427,63.56997673709874,NA,34.75756454467773,24.030454635620117
Ameriflux,Moses Lake on-farm site,US-RC5,-119.248,47.01,6.303820943305304,NA,2.0699944033014313,9.874638098745464,NA,0,2.2279107570648193
Ameriflux,RockyFlats - East site,US-RFE,-105.169,39.8771,0,0,2.8361008561844177,10.26521110534668,NA,26.011913299560575,66.57373046875
Ameriflux,RockyFlats - West site,US-RFW,-105.2184,39.8751,0,0.15769128488905737,3.0922987801191266,10.26521110534668,NA,26.011913299560554,82.97258758544922
Ameriflux,Arkansas Corn Farm,US-RGA,-91.6733,34.4159,NA,NA,22.605885897059824,61.99947738647462,NA,37.82118225097654,NA
Ameriflux,Butte County Rice Farm,US-RGB,-121.8579,39.5782,0.21237304311135888,0,1.2941405895093092,16.492679595947266,12.096281968827364,4.543518066406248,55.156612396240234
Ameriflux,Stanislaus County Forage Farm,US-RGF,-121.1369,37.6995,14.211714589985617,1.1573861736801703,7.242249613257523,18.27541160583496,9.114981403151997,0.32661879062652577,24.983154596238492
Ameriflux,Glenn County Rice Farm,US-RGG,-122.0253,39.5944,0.13504246466354738,1.096434556065858e-4,2.418886920465289,17.315303802490234,29.939388780114147,4.543518066406251,23.014526426945665
Ameriflux,Glenn County Organic Rice Farm,US-RGo,-122.0026,39.6805,14.303323571003286,0.023666942186469368,15.725453393697844,17.018573863529642,19.63662911426291,4.54351806640625,15.377455900781788
Ameriflux,Desha County Rice Farm,US-RGW,-91.4306,33.6216,NA,NA,15.844695173913756,18.190231323242188,NA,29.491052627563487,NA
Ameriflux,RCEW Low Sagebrush,US-Rls,-116.7356,43.1439,0.0028445696290282214,0.015542007726932885,7.65894012720422,9.76128101348877,NA,0.9180349232754205,25.217771530151367
Ameriflux,RCEW Mountain Big Sagebrush,US-Rms,-116.7486,43.0645,11.704723959026452,5.00672528884391,31.003976917527712,9.944853021055918,NA,10.924529075622553,106.44644927978516
Ameriflux,Rosemount- G21,US-Ro1,-93.0898,44.7143,NA,NA,13.714935068898654,9.98960018157959,NA,24.374359130859375,NA
Ameriflux,Rosemount- C7,US-Ro2,-93.0888,44.7288,NA,NA,14.397612161232065,9.98960018157959,NA,24.374359130859382,NA
Ameriflux,Rosemount- G19,US-Ro3,-93.0893,44.7217,NA,NA,15.001634010374259,9.98960018157959,NA,24.37435913085937,NA
Ameriflux,Rosemount Prairie,US-Ro4,-93.0723,44.6781,NA,NA,26.906468032386396,9.98960018157959,NA,4.87775468826294,NA
Ameriflux,Rosemount I18_South,US-Ro5,-93.0576,44.691,NA,NA,21.361502557061666,9.98960018157959,NA,6.851061687443428,NA
Ameriflux,Rosemount I18_North,US-Ro6,-93.0578,44.6946,NA,NA,21.932539584076252,9.98960018157959,NA,10.966219500680106,NA
Ameriflux,Rice Rivers Center Marsh,US-RRC,-77.2065,37.3344,NA,NA,180.41107177734375,103.45885467529297,NA,79.88343048095705,NA
Ameriflux,RCEW Reynolds Mountain East,US-Rwe,-116.7591,43.0653,4.91008252947081,2.8776402666973735,17.977550295855426,10.156230345236844,NA,10.924529075622557,106.44644927978516
Ameriflux,RCEW Upper Sheep Prescibed Fire,US-Rwf,-116.7231,43.1207,1.2389382087215324,0.9638799874146737,8.830763616879272,9.76128101348877,NA,10.924529075622566,25.217771530151367
Ameriflux,Reynolds Creek Wyoming big sagebrush,US-Rws,-116.7132,43.1675,0,0,5.605892198787788,9.76128101348877,NA,0,25.217771530151367
Ameriflux,Sweet Briar Land-Atmosphere Research Station,US-SB1,-79.0848,37.5734,NA,NA,185.90218593228568,97.31926727294922,NA,93.26342773437496,NA
Ameriflux,Sweet Briar Grass,US-SB2,-79.0883,37.5607,NA,NA,153.39516935246883,97.3192672729492,NA,93.26342773437497,NA
Ameriflux,Sweet Briar Clearcut,US-SB3,-79.0872,37.5752,NA,NA,188.00506149534002,97.31926727294923,NA,93.26342773437501,NA
